DDX11L1	1	11869	14409
WASH7P	1	14404	29570
MIR6859-1	1	17369	17436
MIR1302-2HG	1	29554	31109
MIR1302-2	1	30366	30503
FAM138A	1	34554	36081
OR4G4P	1	52473	53312
OR4G11P	1	57598	64116
OR4F5	1	65419	71585
RP11-34P13.7	1	89295	133723
RP11-34P13.8	1	89551	91105
CICP27	1	131025	134836
RP11-34P13.15	1	135141	135895
RP11-34P13.16	1	137682	137965
RP11-34P13.14	1	139790	140339
RP11-34P13.13	1	141474	173862
RNU6-1100P	1	157784	157887
RP11-34P13.9	1	160446	161525
DDX11L17	1	182696	184174
WASH9P	1	185217	195411
MIR6859-2	1	187891	187958
AP006222.1	1	257864	359681
AP006222.3	1	266855	268655
RPL23AP24	1	347982	348366
RP4-669L17.2	1	358857	366052
RP4-669L17.4	1	365389	522928
WBP1LP7	1	439870	440232
OR4F29	1	450740	451678
CICP7	1	487101	489906
RP4-669L17.8	1	491225	493241
U6	1	516376	516479
RP11-206L10.17	1	586071	827796
RP5-857K21.2	1	587629	594768
MTND1P23	1	629062	629433
MTND2P28	1	629640	630683
MTCO1P12	1	631074	632616
ENSG00000278791	1	632325	632413
MTCO2P12	1	632757	633438
MTATP8P1	1	633535	633741
MTATP6P1	1	633696	634376
MTCO3P12	1	634376	634922
WBP1LP6	1	674842	675265
OR4F16	1	685679	686673
CICP3	1	722092	724903
RP11-206L10.2	1	725885	778626
RNU6-1199P	1	758233	758336
RP11-206L10.4	1	760911	761989
LINC01409	1	778747	810065
RP11-206L10.18	1	781937	782050
RP11-206L10.8	1	800879	817712
FAM87B	1	817371	819837
LINC01128	1	825138	859446
LINC00115	1	826206	827522
RP11-206L10.19	1	860226	868202
FAM41C	1	868071	876903
TUBB8P11	1	873292	874349
FAM166AP3	1	874529	877234
RP11-54O7.16	1	904834	915976
RP11-54O7.1	1	911435	914948
RP11-54O7.2	1	914171	914971
LINC02593	1	916865	921016
SAMD11	1	923923	944575
NOC2L	1	944203	959309
KLHL17	1	960584	965719
PLEKHN1	1	966482	975865
PERM1	1	975204	982093
RP11-54O7.17	1	995966	998051
HES4	1	998962	1000172
ISG15	1	1001138	1014540
RP11-54O7.10	1	1008076	1008229
RP11-54O7.11	1	1011997	1013193
AGRN	1	1020120	1056118
RP11-54O7.14	1	1055033	1056116
RP11-465B22.3	1	1059708	1069355
RP11-54O7.18	1	1062208	1063288
RNF223	1	1070967	1074306
C1orf159	1	1081818	1116361
RP11-465B22.9	1	1097585	1104598
LINC01342	1	1137017	1144056
MIR200B	1	1167104	1167198
MIR200A	1	1167863	1167952
MIR429	1	1169005	1169087
RP11-465B22.8	1	1169357	1170343
TTLL10-AS1	1	1173056	1179555
TTLL10	1	1173880	1197936
TNFRSF18	1	1203508	1206592
TNFRSF4	1	1211340	1214153
SDF4	1	1216909	1232067
B3GALT6	1	1232237	1235041
C1QTNF12	1	1242446	1246722
RP5-902P8.12	1	1249777	1251334
UBE2J2	1	1253909	1273864
LINC01786	1	1275223	1280420
SCNN1D	1	1280436	1292029
ACAP3	1	1292390	1309609
MIR6726	1	1296110	1296170
PUSL1	1	1308597	1311677
INTS11	1	1311585	1324687
MIR6727	1	1312502	1312566
RP5-890O3.9	1	1317581	1318689
CPTP	1	1324756	1328896
TAS1R3	1	1331280	1335314
DVL1	1	1335276	1349418
MIR6808	1	1339650	1339708
MXRA8	1	1352689	1361777
AURKAIP1	1	1373730	1375495
NDUFB4P8	1	1378666	1379032
CCNL2	1	1385711	1399335
MRPL20-AS1	1	1399520	1402046
MRPL20	1	1401909	1407293
RN7SL657P	1	1405460	1405752
MRPL20-DT	1	1409096	1410618
ANKRD65	1	1418420	1421769
RP4-758J18.7	1	1420245	1422691
TMEM88B	1	1425871	1430255
LINC01770	1	1430539	1434573
VWA1	1	1434861	1442882
ATAD3C	1	1449689	1470163
ATAD3B	1	1471765	1497848
RP5-832C2.8	1	1503250	1509452
ATAD3A	1	1512162	1534685
TMEM240	1	1534778	1540624
SSU72	1	1541673	1574863
RP5-832C2.5	1	1574102	1577075
RP11-345P4.11	1	1583510	1583909
FNDC10	1	1598012	1600135
RP11-345P4.12	1	1600314	1602703
RP11-345P4.9	1	1613758	1615795
MIB2	1	1615454	1630605
MMP23B	1	1632163	1635263
CDK11B	1	1635225	1659012
RP11-345P4.10	1	1659325	1662602
SLC35E2B	1	1659529	1692795
RP11-345P4.6	1	1671990	1674397
MMP23A	1	1699942	1701782
CDK11A	1	1702379	1724357
RP1-283E3.8	1	1702736	1737688
RP1-283E3.4	1	1724512	1737251
SLC35E2A	1	1724838	1745992
NADK	1	1751232	1780457
GNB1	1	1785285	1891117
RP1-140A9.1	1	1891471	1892658
CALML6	1	1915108	1917296
TMEM52	1	1917590	1919279
CFAP74	1	1921951	2003837
RP11-547D24.1	1	2013213	2015639
GABRD	1	2019329	2030758
RP11-547D24.3	1	2049203	2050070
PRKCZ	1	2050411	2185395
RP5-892K4.1	1	2141084	2145279
PRKCZ-AS1	1	2181794	2184389
FAAP20	1	2184461	2212720
RP11-181G12.4	1	2212523	2220738
SKI	1	2228319	2310213
RP11-181G12.8	1	2315040	2323085
MORN1	1	2321253	2391707
RP4-713A8.1	1	2326201	2326693
RP4-740C4.5	1	2350414	2352820
RP4-740C4.7	1	2363061	2363628
RER1	1	2391775	2405442
PEX10	1	2403964	2413797
PLCH2	1	2425980	2505532
RP3-395M20.2	1	2492300	2493258
RP3-395M20.3	1	2493437	2494479
PANK4	1	2508537	2526597
HES5	1	2528745	2530263
RP3-395M20.12	1	2530064	2547460
TNFRSF14-AS1	1	2549920	2557031
TNFRSF14	1	2555639	2565382
RP3-395M20.7	1	2566410	2569888
RP3-395M20.9	1	2581560	2584533
PRXL2B	1	2586491	2591469
MMEL1	1	2590639	2633016
MMEL1-AS1	1	2632568	2636620
TTC34	1	2635976	2801717
ABC14-1188822O7.2	1	2768091	2784733
ABC14-1188822O7.1	1	2773603	2776473
RP11-740P5.2	1	2811850	2812692
RP11-740P5.4	1	2814056	2817767
RP11-740P5.3	1	2814432	2814998
RP5-907A6.1	1	2960658	2968707
ACTRT2	1	3021467	3022903
PRDM16-DT	1	3059615	3068437
PRDM16	1	3069168	3438621
MIR4251	1	3127975	3128035
RP1-163G9.2	1	3132927	3133709
RP11-193J6.1	1	3205988	3208664
RP11-22L13.1	1	3306636	3310096
RP4-785P20.3	1	3313052	3323149
RP4-785P20.2	1	3367815	3373928
ARHGEF16	1	3454665	3481113
RP11-168F9.2	1	3487246	3487627
MEGF6	1	3487951	3611508
MIR551A	1	3560695	3560790
RP11-46F15.2	1	3623190	3624743
TPRG1L	1	3625015	3630127
WRAP73	1	3630767	3652761
TP73	1	3652516	3736201
TP73-AS3	1	3658938	3668772
TP73-AS2	1	3712200	3714298
TP73-AS1	1	3735511	3747373
ENSG10010138423.1	1	3736943	3737103
CCDC27	1	3746460	3771645
SMIM1	1	3772749	3775982
LRRC47	1	3778559	3796498
RN7SL574P	1	3782815	3783111
RP1-286D6.5	1	3785008	3785538
CEP104	1	3812086	3857396
DFFB	1	3857267	3885429
C1orf174	1	3889125	3900293
LINC01134	1	3900352	3917225
LINC01346	1	3940486	3955262
LINC01345	1	3944547	3949024
LINC02780	1	3976133	4012704
RP11-718D19.2	1	4012921	4019508
EEF1DP6	1	4175528	4175899
LINC01777	1	4412027	4424689
RP5-1166F10.2	1	4479131	4484375
RP1-37J18.1	1	4551735	4552145
LINC01646	1	4571481	4594016
AJAP1	1	4654609	4792534
RP1-77N19.1	1	4730211	4734992
RP4-603B14.2	1	4963954	4973298
LINC02781	1	4973381	4981568
LINC02782	1	5086459	5090899
RP4-703E10.1	1	5301928	5307394
RP1-58B11.2	1	5478736	5493057
RP1-58B11.3	1	5480787	5482028
RP1-58B11.1	1	5492978	5494674
RP3-491M17.1	1	5554747	5554881
RP11-154H17.1	1	5561709	5668295
ENSG00000264341	1	5564071	5564143
MIR4689	1	5862672	5862741
NPHP4	1	5862811	5992473
KCNAB2	1	5990927	6101193
CHD5	1	6101787	6180321
RP1-120G22.12	1	6159430	6197757
RPL22	1	6185020	6209389
RNF207-AS1	1	6204840	6205780
RNF207	1	6205475	6221299
ICMT	1	6221193	6235972
LINC00337	1	6234692	6239444
HES3	1	6244179	6245578
GPR153	1	6247353	6261098
ACOT7	1	6264269	6393767
RP1-202O8.3	1	6393555	6394391
HES2	1	6412418	6424670
ESPN	1	6424776	6461367
MIR4252	1	6429834	6429896
RP1-202O8.2	1	6443034	6447006
TNFRSF25	1	6460786	6466175
PLEKHG5	1	6467122	6520074
NOL9	1	6521347	6554513
RNU6-731P	1	6540854	6540964
RP11-58A11.2	1	6547905	6548619
TAS1R1	1	6555307	6579755
ZBTB48	1	6579994	6589280
KLHL21	1	6590724	6614607
PHF13	1	6613731	6624030
THAP3	1	6624866	6635586
DNAJC11	1	6634168	6701924
LINC01672	1	6724637	6730012
RP11-242F24.2	1	6767954	6770038
CAMTA1-DT	1	6783892	6784843
CAMTA1	1	6785454	7769706
RP11-312B8.2	1	6834333	6834618
RP11-334N17.1	1	7008376	7014279
RNU1-8P	1	7219360	7219524
CAMTA1-IT1	1	7368942	7370270
CAMTA1-AS2	1	7382487	7389754
CAMTA1-AS1	1	7441096	7441554
RP11-338N10.1	1	7693124	7694844
RP11-338N10.2	1	7698303	7698872
RP11-338N10.3	1	7700704	7700970
VAMP3	1	7771296	7781432
RP3-467L1.6	1	7776383	7776775
PER3	1	7784291	7845177
RP3-467L1.4	1	7810242	7827342
UTS2	1	7843083	7853512
